num_iter,loss_train,loss_val
1,1898843.5,
2,2026843.375,
3,2351726.75,
4,1950307.75,
5,2183836.0,
6,1977558.25,
7,1836989.375,
8,1984451.5,
9,2322019.5,
10,2002174.75,
11,1991863.5,
12,1886671.0,
13,1877893.75,
14,2116924.0,
15,1746820.375,
16,1797806.625,
17,2154320.0,
18,2210623.0,
19,1808449.25,
20,1972757.25,
21,2002548.5,
22,1731800.375,
23,1623644.375,
24,1774020.875,
25,1924936.625,
26,1612395.125,
27,1625821.75,
28,1567743.5,
29,1632720.125,
30,1522280.875,
31,1575610.375,
32,1541673.875,
33,1576197.375,
34,1749393.875,
35,1689712.5,
36,1244741.5,
37,1303876.875,
38,1301415.5,
39,1383060.75,
40,1586965.5,
41,1606500.625,
42,1184479.875,
43,1243315.25,
44,993155.375,
45,1121712.875,
46,972324.1875,
47,1201166.0,
48,1165757.375,
49,1032991.625,
50,1064723.875,
51,895736.8125,
52,875080.1875,
53,861210.9375,
54,917912.625,
55,810825.75,
56,804319.5625,
57,881429.1875,
58,833753.4375,
59,872700.875,
60,748281.5625,
61,589318.4375,
62,674896.3125,
63,563732.3125,
64,469261.0625,
65,613702.75,
66,571571.6875,
67,610555.1875,
68,589987.6875,
69,528552.9375,
70,522834.75,
71,320530.9375,
72,409443.8125,
73,409934.59375,
74,406514.34375,
75,287537.34375,
76,233378.828125,
77,305562.4375,
78,241613.140625,
79,240465.90625,
80,286876.84375,
81,152996.046875,
82,452405.1875,
83,143265.125,
84,121587.515625,
85,199714.015625,
86,255051.21875,
87,167247.75,
88,170440.65625,
89,143558.84375,
90,147950.296875,
91,188806.859375,
92,138308.21875,
93,110069.2265625,
94,120667.734375,
95,134242.546875,
96,133795.0625,
97,120072.625,
98,90888.0546875,
99,83529.3515625,
100,85385.5,
101,76851.3984375,
102,80719.4765625,
103,88564.3828125,
104,39007.4921875,
105,119089.6484375,
106,35426.1953125,
107,77621.0390625,
108,184162.21875,
109,172828.296875,
110,115682.484375,
111,49876.6171875,
112,217806.359375,
113,75633.21875,
114,67507.109375,
115,90911.609375,
116,67763.0625,
117,130832.0390625,
118,97188.609375,
119,90026.59375,
120,102550.59375,
121,61939.3046875,
122,93518.3515625,
123,85386.078125,
124,153173.28125,
125,74029.453125,
126,67305.875,
127,41175.44921875,
128,242960.6875,
129,126195.609375,
130,35011.53125,
131,75824.6171875,
132,38841.203125,
133,34253.48046875,
134,117752.1328125,
135,91194.953125,
136,178098.828125,
137,89384.2578125,
