num_iter,loss_train,loss_val
1,2280450.5,
2,2239458.5,
3,2264249.75,
4,2147634.5,
5,2349400.5,
6,2201917.0,
7,2298475.25,
8,2275724.0,
9,2133428.75,
10,2180456.25,
11,2145537.0,
12,2349875.5,
13,2022215.0,
14,2058403.0,
15,2072298.25,
16,2189238.75,
17,2119276.0,
18,2048380.375,
19,2023949.0,
20,2214679.25,
21,1771189.75,
22,1977990.625,
23,2365795.5,
24,2103257.5,
25,2134893.25,
26,1984472.125,
27,2149863.0,
28,2171313.0,
29,2030080.625,
30,1874197.75,
31,2017759.25,
32,1859817.0,
33,1933025.25,
34,2116308.5,
35,1933890.5,
36,1711120.875,
37,1893737.25,
38,2024835.125,
39,1817512.375,
40,1909939.25,
41,1730718.375,
42,1784015.25,
43,2165049.75,
44,1933215.125,
45,1677827.5,
46,1745439.25,
47,1533535.25,
48,1638885.25,
49,1556505.375,
50,1672060.375,
51,1444520.625,
52,1832300.375,
53,1825958.125,
54,1553775.75,
55,1598341.75,
56,1693148.125,
57,1489588.875,
58,1756668.125,
59,1722666.125,
60,1626487.25,
61,1487522.75,
62,1793785.5,
63,1549276.875,
64,1637722.875,
65,1380384.25,
66,1569123.5,
67,1396966.0,
68,1336153.25,
69,1357394.625,
70,1448908.375,
71,1423494.375,
72,1256135.25,
73,1361479.75,
74,1391476.375,
75,1471702.5,
76,1410390.875,
77,1183629.5,
78,1340961.75,
79,1199664.0,
80,1102152.75,
81,1088026.375,
82,1191930.875,
83,1106654.0,
84,1168740.375,
85,1202285.5,
86,1245873.875,
87,1167198.25,
88,1066417.0,
89,1392919.625,
90,984329.0625,
91,980016.5625,
92,1001288.5625,
93,990899.875,
94,1085360.0,
95,1170257.375,
96,1218437.5,
97,1025370.625,
98,1021090.1875,
99,789116.1875,
100,904799.0625,
101,994764.625,
102,974858.3125,
103,897952.3125,
104,849741.625,
105,786451.625,
106,925581.125,
107,766742.875,
108,747840.8125,
109,719722.75,
110,950064.6875,
111,702290.875,
112,914916.625,
113,535630.0,
114,835287.875,
115,508883.5,
116,643097.0,
117,784723.75,
118,534884.375,
119,662739.375,
120,630640.8125,
121,562439.6875,
122,623631.75,
123,519576.65625,
124,589143.3125,
125,539346.875,
126,585277.3125,
127,553713.625,
128,532610.375,
129,509254.6875,
130,364452.59375,
131,668356.0,
132,455238.03125,
133,354085.96875,
134,335678.5,
135,433771.65625,
136,430232.34375,
137,344663.6875,
138,386864.71875,
139,463157.875,
140,414619.625,
141,426314.34375,
142,502063.59375,
143,348091.0,
144,304196.8125,
145,291261.625,
146,211571.46875,
147,327558.09375,
148,227809.578125,
149,258019.578125,
150,256931.921875,
151,274278.125,
152,294425.3125,
153,339895.46875,
154,288236.65625,
155,284109.28125,
156,241046.296875,
157,379173.59375,
158,188905.6875,
159,141688.609375,
160,210617.953125,
161,341306.875,
162,219508.109375,
163,210304.3125,
164,137147.1875,
165,185803.640625,
166,105602.1640625,
167,240439.203125,
168,99681.2109375,
169,137704.109375,
170,176094.984375,
171,240664.6875,
172,179776.28125,
173,199363.015625,
174,300383.84375,
175,180521.609375,
176,245860.59375,
177,245751.890625,
178,196903.328125,
179,120093.328125,
180,156125.6875,
181,105120.6953125,
182,195216.09375,
183,106199.21875,
184,100425.578125,
185,156970.125,
186,87056.25,
187,92760.5234375,
188,142438.015625,
189,57664.07421875,
190,66061.4921875,
191,136722.625,
192,168231.953125,
193,146104.671875,
194,166476.796875,
195,126112.671875,
196,49231.17578125,
197,180598.40625,
198,165199.125,
199,161542.328125,
200,283895.34375,
201,87396.5546875,
202,135780.6875,
203,175009.21875,
204,117164.5625,
205,62279.66796875,
206,152116.046875,
207,154970.75,
208,84549.328125,
209,81424.1171875,
210,110489.3046875,
211,108588.5234375,
