num_iter,loss_train,loss_val
1,1978055.75,
2,2219041.5,
3,2100018.75,
4,2100469.25,
5,2131554.75,
6,2323221.75,
7,1891870.125,
8,2169739.25,
9,2022509.25,
10,2266028.75,
11,1965843.75,
12,2354160.75,
13,2006164.125,
14,2556595.25,
15,2276727.75,
16,2248076.75,
17,2137730.5,
18,2484498.5,
19,2122142.75,
20,2067068.375,
21,1971905.375,
22,2165206.5,
23,2313630.0,
24,2151936.75,
25,2298669.0,
26,2276898.25,
27,2174011.0,
28,1948200.375,
29,2237733.75,
30,2159184.75,
31,1968439.25,
32,2603147.0,
33,2406488.75,
34,2022458.375,
35,2220684.5,
36,2090199.125,
37,1954968.0,
38,1917640.375,
39,2397878.5,
40,2389679.0,
41,2065498.0,
42,2168228.75,
43,2029507.125,
44,2070959.25,
45,2207176.0,
46,2165555.5,
47,2380100.5,
48,1849557.0,
49,2211934.5,
50,2049278.625,
51,2422095.5,
52,2071475.75,
53,2014876.375,
54,2303711.75,
55,2563755.0,
56,1849237.75,
57,1949204.5,
58,2302745.75,
59,2281978.75,
60,1887132.5,
61,2159507.0,
62,2061306.0,
63,2082716.375,
64,2377797.5,
65,2053996.5,
66,2446288.75,
67,2080135.625,
68,2207870.75,
69,1952649.0,
70,2015534.25,
71,2063835.75,
72,2117400.25,
73,2113732.5,
74,2236265.25,
75,1933669.125,
76,1991421.75,
77,2031380.125,
78,2198470.5,
79,2506104.5,
80,2132571.0,
81,1940715.5,
82,1791554.625,
83,2050254.375,
84,2087742.125,
85,2035736.25,
86,2216634.5,
87,1944041.0,
88,2063730.25,
89,2152975.75,
90,2071763.375,
91,1931920.375,
92,2079178.375,
93,1740120.25,
94,2447107.5,
95,2065086.0,
96,2024543.0,
97,1824981.25,
98,2048015.25,
99,1893355.5,
100,1937256.625,
101,2123402.5,
102,1958808.75,
103,1914931.75,
104,2009303.0,
105,2077809.625,
106,1931152.0,
107,2051308.625,
108,1935495.0,
109,2081937.75,
110,2199064.5,
111,1955094.5,
112,2012655.75,
